description,statusesCount,followersCount,favoritesCount,friendsCount,name,type,screenName,location,lang
Friends of the Earth U.S. defends the environment and champions a healthy and just world.,21530,119721,1667,1678,Friends of the Earth,,foe_us,"Washington, D.C. ",en
"A Source for Every Story. Connecting journalists with sources since 2008. 35,000+ journalists & 475,000+ sources. Used by top media.",25646,117160,1632,2896,Help a Reporter Out,,helpareporter,"Washington, D.C. Area",en
"Dad, husband, President, citizen.",15451,92571455,10,628777,Barack Obama,pol,BarackObama,"Washington, DC",en
45th President of the United States of America,35437,35106736,12,45,Donald J. Trump,pol,realDonaldTrump,"Washington, DC",en
This is an archive of an Obama Administration account maintained by the National Archives and Records Administration (NARA).,28396,13978892,0,231,White House Archived,gov,ObamaWhiteHouse,"Washington, DC",en
"Tweet-length breaking news, analysis from around the world. Founded in 1877. Follow our journalists on Twitter: https://t.co/VV0UBAMHg8",233056,10810715,4530,1357,Washington Post,news,washingtonpost,"Washington, DC",en
Office of First Lady Michelle Obama. This is an archive of an Obama Administration account maintained by the National Archives and Records Administration (NARA),4094,7157232,22,27,First Lady- Archived,celeb,FLOTUS44,"Washington, DC",en
"The Hill is the premier source for policy and political news. Follow for tweets on what's happening in Washington, breaking news and retweets of our reporters.",338785,2623436,26,824,The Hill,news,thehill,"Washington, DC",en
The official World Bank Twitter feed. The World Bank's mission is to fight poverty with passion and professionalism for lasting results.,32989,2456183,747,623,World Bank,gov,WorldBank,"Washington, DC",en
"Our planet faces many big conservation challenges. No one person or organization can tackle these challenges alone, but together we can. #togetherpossible",11051,1217824,207,747,World Wildlife Fund,bis,World_Wildlife,"Washington, DC",en
Breaking news and alerts from the International Monetary Fund.,11177,1151735,67,376,IMF,bis,IMFNews,"Washington, DC",en
,15903,859296,4973,167509,Anthony Scaramucci,pol,Scaramucci,"Washington, DC",en
Building the new energy economy. Reducing nuclear dangers & environmental risks. Expanding the frontiers of knowledge via innovative scientific research.,14601,751623,2924,539,Energy Department,gov,ENERGY,"Washington, DC",en
"Official Twitter feed of The Humane Society of the United States (HSUS), a national animal welfare nonprofit celebrating animals and confronting cruelty!",34989,664476,28349,44559,Humane Society,bis,HumaneSociety,"Washington, DC",en
An extra dose of @NPR: the stories behind the stories plus corporate news and announcements.,14069,553483,11467,1391,NPR Extra,bis,NPRextra,"Washington, DC",en
"Connecting people, ideas and resources with the United Nations. #2030Now",49681,520369,2098,1613,UN Foundation,gov,unfoundation,"Washington, DC",en
"Washington bureau chief of Mother Jones, MSNBC analyst & author of SHOWDOWN and (with Michael Isikoff) HUBRIS.",54532,492467,94,1392,David Corn,celeb,DavidCornDC,"Washington, DC",en
The United States House of Representatives Republican Conference. @housegop on Instagram & Snapchat.,15150,461575,754,10116,House Republicans,pol,HouseGOP,"Washington, DC",en
Managing Director of the International Monetary Fund (IMF).  Also follow @IMFNews.,947,407714,0,9,Christine Lagarde,pol,Lagarde,"Washington, DC",en
"Founded by @algore, we’re bringing the world together to stop climate change and create a healthy and prosperous future powered by clean energy.",51334,366537,29256,3587,Climate Reality,,ClimateReality,"Washington, DC",en
Fake news. Totally biased. Coastal. Elite. Sharpshooter Bar Three. Shill. Dad. Bad tweets & bad takes.,8016,324690,5011,730,Matthew Yglesias,,mattyglesias,"Washington, DC",en
Independent research and analysis on the most important policy issues in the world. Sign up for the daily Brookings Brief: https://t.co/poCFBQnDFH,65339,299650,230,4345,Brookings,,BrookingsInst,"Washington, DC",en
"Providing the progressive perspective on climate science, climate solutions, and climate politics. Tweets by @patrick_speaks.",28342,181649,8,204,Climate Progress,,climateprogress,"Washington, DC",en
"ActionComplete helps people around the world become purposeful, effective, and successful in all  aspects of life. Join us on Facebook: https://t.co/Aj2KRcUZHt",13514,153538,1398,124191,ActionComplete,,ActionComplete,"Washington, DC",en
"Daily news on urban sustainability, green building, transportation, connectivity, and environmentalism. https://t.co/rr6l7784w8",41601,140733,226,780,Smart Cities Dive,,smartcitiesdive,"Washington, DC",en
Developers of #LEED. #GreenBuildings for everyone within this generation. #Sustainability focused. #Community driven. #Global Impact.,29912,124098,53947,31318,USGBC,,USGBC,"Washington, DC",en
Washington bureau chief of The Guardian,25581,114939,1,32903,David Smith,,SmithInAmerica,"Washington, DC",en
"Find out what NAR experts are saying about the economy, the housing market, and other factors impacting your business and your life.",14543,110449,1087,3126,NAR Research,,NAR_Research,"Washington, DC",en
"Senior Correspondent at @BusinessInsider. Contributor, @ForeignPolicy. Previously at @PIIE, @Reuters, @WSJ. Opinions my own.",112753,109704,39329,30004,Pedro da Costa,,pdacosta,"Washington, DC",en
"Real-time news DJ & occasional journalist, but *not* a social media guru. Author of the book Distant Witness. NPR alum.",197629,108114,891,2168,Andy Carvin,,acarvin,"Washington, DC",en
"The U.S. Energy Information Administration provides independent energy statistics and analyses for sound policy making, efficient markets, and public education.",17207,103734,10,267,EIA,,EIAgov,"Washington, DC",en
CEO of Furniture Assembly Experts - Largest furniture installation company in Washington DC area. <ed><U+00A0><U+00BC><ed><U+00B7><U+00A8><ed><U+00A0><U+00BC><ed><U+00B7><U+00B2>iKEA & Cubicle expert | TOP office installers,83,101457,1109,66741,Mr SONG - FURNITURE,,Mr_SONG_DC,"Washington, DC - Maryland - VA",en
Furniture Moving helpers to move furniture at your home or office in Washington DC Maryland and Northern Virginia. SAME DAY SERVICE. Call 240-764-6143,96,161153,925,161178,Furniture Movers,,DC_moving_help,"Washington, DC - VA - Maryland",en
Executive agency responsible for promoting economic prosperity & ensuring financial security of the U.S. | Secretary @StevenMnuchin1 | https://t.co/BB3LTQG52z,5614,741127,225,260,Treasury Department,gov,USTreasury,"Washington, DC, USA",en
"President International American Council, Businessman,@Harvard,TV Personality,Ex Ambassador,Speaker,Award-Winning Scientist,CNN.. Dr.Rafizadeh@Post.Harvard.Edu",8791,162174,7733,83401,DR. Majid Rafizadeh,,Dr_Rafizadeh,"Washington, DC, USA",en
"Rotary International Peace Fellow. Aspiring author. I write on religion, immigration & politics. Views are mine.",118,335972,17,75441,Geysar Gurbanov,,geysar,"Washington, USA",en
Daily Mirror Chief Football Writer. Author. Don't take life too seriously. And don't like DMs.,61055,273798,1884,658,John Cross,,johncrossmirror,Watching football somewhere,en
#Art #NotArt #NSFF: Not Safe For Facebook. I unfollow people who use TrueTwit validation. I'm not a member of the #InternetCelebrityDeathCult. #TFB,504021,434599,21,260769,ChaelMontgomery,celeb,ChaelMontgomery,"Waterloo, IA USofA",en
"The latest news, sport, weather and events from the Watford Observer, including #WatfordFC updates. We are also on Facebook https://t.co/NzBbjO6IHW",67251,100102,231,549,Watford Observer,news,Observer_Owl,Watford,en
If you don't do anything stupid when you're young then you won't remember something funny when you're old! *turn notifications on*,5,115880,13,98043,Drinking & Smoking,,drinkansmoke,We own no content posted,en
The official Twitter account for England's most successful Premiership Rugby club. #Tigersfamily,56047,131270,8417,992,Leicester Tigers,,LeicesterTigers,"Welford Road, Leicester",en
The governing body of English football. Our accounts: @EmiratesFACup • @England • @FAWSL • @Lionesses • @SSEWomensFACup • @StGeorgesPark • @WembleyStadium,48547,1851695,529,399,The FA,sport,FA,"Wembley Stadium, London",en
"Your super-smart marketing sidekick to grow online everyday. Go Big on Twitter, FB, Instagram, Pinterest, Wordpress, Etsy & more! #cfchat Thursdays@12:30pm ET.",52795,6192070,32553,158127,Crowdfire,bis,Crowdfire,We're Everywhere!,en
Intuitive & powerful social media management tool trusted by 4M+ people worldwide. Social media insights at: https://t.co/7UgErTiXlO // @bufferreply // <ed><U+00A0><U+00BD><ed><U+00B6><U+00A5><ed><U+00A0><U+00BD><ed><U+00B3><U+00B1><ed><U+00A0><U+00BC><ed><U+00BC><U+008E>,369108,867052,313251,64741,Buffer,bis,buffer,We're Global!,en
Deputy Leader of the Labour Party and shadow Culture Secretary.,51835,236908,4356,20274,Tom Watson,,tom_watson,West Bromwich,en
"It's not about the followers, it's about following. Sub, as in submarine. EWL, as in my initials. INTP Keirsey school. Share birthday with FLWright.",42461,1019329,203,1010030,Eric Lewis,celeb,SubEWL,"West Chester, PA",en
"Domain Name Investor, Amateur Marketing, Sasquatch Research, Cat Lover, Lake Bum, Pool Player, Happily Un-Employed, #Entrepreneur, https://t.co/0hgfKblyI9",17420,888748,400,623287,Larry Wentz,celeb,LarryWentz,"West Fargo, ND",en
"Award-Winning Movie #WARx2 30,000 US Military Suicides & Arab Terrorists Recruiting Youth; Why? Are These Ghostly Attacks? #WARx2Themovie - Order DVD Online!",17255,830963,30096,840769,"30,000 ARMY SUICIDES",bis,Warx2TheMovie,"West Hollywood, CA",en
writer + creator | https://t.co/zZ0OtPi8SR,75632,383520,450,187332,Dominic Riccitello,,DominicScott,"West Hollywood, CA",en
Author of Grey and the Fifty Shades Trilogy. #Fangirl #IncurableRomantic,50998,1277026,1122,491,E L James,celeb,E_L_James,West London,en
We're here 24/7 to answer your questions and make sure you have a great experience at Gatwick. Tweet us if we can help. Instagram: gatwickairport,73338,322147,3110,1897,Gatwick Airport LGW,,Gatwick_Airport,"West Sussex, UK",en
"HighStakes is an originals band with a difference; heavy, classic rock with an integration of other influences and a modern attitude to songwriting.",4275,228081,2086,25084,HighStakes,,rybos66,"West Sussex, United Kingdom",en
"Feed NOT for reporting crime. In emergencies always call 999, Non-emergencies 101 or report online: https://t.co/P81uw99Qvt. Account monitored 9-5 M-F NOT 24/7",46995,167026,2164,1068,WestYorkshire Police,,WestYorksPolice,West Yorkshire,en
"Keeping an eye on government, debating laws, approving taxes. This official Twitter feed is produced by the Digital Service in Parliament.",15087,1288586,15,87,UK Parliament,gov,UKParliament,"Westminster, London",en
"The official Twitter channel of HM Treasury, updated by the Treasury communications team.",6797,357986,19,6339,HM Treasury,,hmtreasury,"Westminster, London",en
Editor of the @spectator and columnist for the Daily Telegraph. Subscribe to the Spectator (digital and print) from just £1/week https://t.co/MMmL3UUV7H,20019,168340,1897,1996,Fraser Nelson,,FraserNelson,"Westminster, London",en
"BBC Daily & Sunday Politics: Andrew Neil & Jo Coburn: BBC1 Sun 1100 #bbcsp, BBC2 weekdays 1200 (Wed from 1130) #bbcdp (later on BBC Parliament & iPlayer)",54249,151629,8,4710,DailySunday Politics,,daily_politics,"Westminster, London",en
"Assistant editor, The Spectator (edit Coffee House), presenter of Radio 4's Week in Westminster. Writing a book on Parliament for @AtlanticBooks - due out 2018.",40407,105471,3382,2015,Isabel Hardman,,IsabelHardman,"Westminster, London",en
"Checking and challenging government’s work, making laws, debating. Follow daily business and find out how to take part with this official feed.",12085,201122,29,678,House of Commons,,HouseofCommons,"Westminster, London, UK",en
"Political Editor, BBC - 140 characters don't tell a whole story,  retweets not my own or BBC's view.
https://t.co/bb5AJVaL2w",25729,694875,78,1398,Laura Kuenssberg,celeb,bbclaurak,"Westminster, mostly.... ",en
"Top business news around the world. Join us @Reuters, @breakingviews, @ReutersGMF",123839,1914676,4,234,Reuters Business,news,ReutersBiz,Where you are,en
@CNN International Correspondent in Asia #British #Pakistani #Punjabi SoufLondoner @CPFC & #SpecialOlympics supporter instagram: @saimamohsincnn,9329,168029,1220,6278,Saima Mohsin,,SaimaMohsin,Where your story takes me,en
"former cricketer, scribbler, waffler.........",393,135187,1,302,Mike atherton,,Athersmike,wherever,en
The centre of the UK government for 100 years. We support the Prime Minister & make sure the government runs effectively. #CO100,6802,356592,1071,349,Cabinet Office,,cabinetofficeuk,"Whitehall, United Kingdom",en
Fun with #socialmedia #rt #websitefavorites #sport #business #travel #lifestyle #cycling,87005,110384,79,120045,Gary Hopkins,,GRHOP1,Wiltshire - UK,en
"Author of way too many books to list here from ""Attractor Factor"" to ""Zero Limits""; appeared in The Secret. Singer-songwriter. Founder Miracles Coaching #LOA",9334,137443,120,96245,Joe Vitale,,mrfire,"Wimberley, Texas",en
"The official Twitter for The Championships, Wimbledon. #Wimbledon",23273,3153900,3478,370,Wimbledon,bis,Wimbledon,"Wimbledon, London",en
"Dedicated to inspiring Global Leaders, Writer at @Thrive Global, Author of Award Winning Books.  I Share Links on Leadership, Productivity, Marketing Strategies",4018,134906,922,84381,J.M Okello,,JoshOkello,"Winkler, Manitoba",en
"The European People's Party; centre-right; largest political family in Europe.Holds the Presidency of European Parliament, European Commission, European Council",19339,120014,4851,10372,EPP,,EPP,Winner of #EP2014 elections,en
Realtor | Entrepreneur | Advisor | Investor | Sports Fan in Winnipeg.  Buying? Selling? Investing? - sherazali@royallepage.ca.,8833,254187,68,276932,Sheraz Ali,,sherazali,Winnipeg Canada,en
We help you reach your goals... https://t.co/LPYCAszoEi,4013,110746,30,89522,Jonathan Jordan,,MindfullyChange,"Winter Park, FL",en
"[ Wife, Mother, Patriot, Friend ] Searching the Internet for news relevant to conservatives. Both good and bad so we can be informed, debate, agree or correct.",482216,105219,3467,79133,All American Girl,celeb,AIIAmericanGirI,Wisconsin,en
<U+26FD><U+FE0F><U+26FD><U+FE0F><U+26FD><U+FE0F><U+26FD><U+FE0F><U+26FD><U+FE0F><U+26FD><U+FE0F>,23513,5969759,2194,1749,lily,celeb,lilyallen,WLDN ,en
"We are much more than #pandas & #tigers. We work to help #rivers, #forests, #climate & #oceans. It's all about people & nature living in harmony.",29369,205307,90271,4552,WWF UK,,wwf_uk,"Woking, UK",en
Breaking news and sport from the Express & Star | Email us at newsdesk@expressandstar.co.uk,144015,129506,453,4082,Express & Star,,ExpressandStar,Wolverhampton,en
"It's a mobile web app, like Pinterest for wine. It's the best way to keep track of the wine you drink. Feel free to use it whenever you drink wine.",21840,136779,37869,147326,Winetracker.co,,winetrackerco,"Woodinville, WA",en
film director (animation; winter '17!) / wanted composer goddess <ed><U+00A0><U+00BC><ed><U+00BE><U+00BC> https://t.co/gkGMyBV8ay <ed><U+00A0><U+00BC><ed><U+00BE><U+00B6> https://t.co/R2mTCG95XH <ed><U+00A0><U+00BC><ed><U+00BE><U+00B9> Snap nrmcfarland,11996,564657,1033,249923,Nic Russin-McFarland,celeb,nicrussin,Work DMs only,en
"World Architecture Community provides a unique environment for architects, architecture students and academics to meet, share and compete.",18330,372892,21,141,World Architecture,,WACommunity,World,en
Nigeria's Most trending News stand,253671,131039,110,54541,NIGERIAN BLOGGER,,nigerianblogger,WORLD,en
"GeekPolice Admin. Tweets on all things tech, security, & funny. 
GeekPolice: Free Computer Tech Support & Virus/Spyware Removal.",3509,117333,47,112479,GeekPolice,,GeekPolice,World Wide Web,en
"Business Doctor on BBC Radio & BBC1, Academic, CMgr & 'Consultant'. Simplexity™ specialist. international Author, Speaker, TEDx, DNA Director. Personal account",23412,100476,12195,74033,Dr. Paul T. Thomas,celeb,businessdocme,World. Wales,en
The best place to find out what’s new in science – and why it matters. To subscribe go to: https://t.co/nsC9MjQzmh,41690,3038128,15963,74,New Scientist,news,newscientist,Worldwide,en
Fighting hunger worldwide. The United Nations World Food Programme is the world's largest humanitarian agency on the front lines against hunger.,26342,1477343,5918,1352,World Food Programme,gov,WFP,Worldwide,en
"Mission: To promote nonprofits doing great work in the world and to share useful technology advice and tools. Mostly follow nonprofits, charities, NGOs & ONGs.",20007,849780,15429,305075,@NonprofitOrgs,bis,nonprofitorgs,Worldwide,en
"A global civic movement connecting over 44 million citizens worldwide, bringing people-powered politics to decision-making everywhere. (Press: @Avaaz_News)",5583,832586,2980,9708,Avaaz,bis,Avaaz,Worldwide,en
"Hi, I'm a Dad, Social Media Marketer, Computer Science Graduate, Blogger & a Cool Guy. I Follow Back too! #promotion #marketing #business #followback <ed><U+00A0><U+00BD><ed><U+00B9><U+0082>",21024,541008,2100,494908,Shailesh Tripathi,celeb,ShaileshTr,Worldwide,en
"Building a bridge from war to peace, from the present to our common future, for the benefit of all world citizens... one person at a time. Come join us!",108410,505523,47,304240,Brent N. Hunter,celeb,brentnhunter,Worldwide,en
"We offer social media & marketing solutions to media, advertising and recruitment agencies, as well as, to universities, startups and commercial companies.",3111,368015,606,2259,Marketing Solutions,,esolutionstoday,Worldwide,en
"We empower you with ways to Make Money from your own Home Business, Start a Business, Business Opportunities, Franchise, Online Marketing and Social Networking",9,348864,2,151080,Make Money Home Biz,,MakeMoneyHomeBi,Worldwide,en
"RCCGworldwide is a Global Platform for Evangelism, Discipleship & Prayers. Our Mission on Earth is to be Ambassadors of GOD's Kingdom. More @PastorEAAdeboye",51297,329349,1164,55154,The Word Of God,,RCCGworldwide,Worldwide,en
"Born in London to American parents, now a citizen of the world, Hard Rock brings you experiences that rock, whether online, on vacation, or on your lunch break.",9995,326628,6315,3265,Hard Rock,,HardRock,Worldwide,en
"Richard Quest, presenter of @questcnn - broadcast nightly LIVE from New York after the NYSE closing bell. Watch on CNN at 2100 London/2200 CET",10498,317474,21,3511,Richard Quest,,richardquest,Worldwide,en
#Visionary #VentureCapital #Entrepreneur & #Investor @ATLVentureFund @Unlimited_News @FerylSkincare @CrimsonBridgeUs,81,312508,1,67823,Solomon Nanda,,DeeUnlimited,Worldwide,en
"Create easy tweet about this links to use on your website, blog or even Twitter and share your message, the right way!",1214,308316,355,25154,Click to Tweet,,clicktotweet,Worldwide,en
NowVida empowers the world to connect!,1588,254057,2125,219069,NowVida,,NowVida,Worldwide,en
"3D design, engineering, and entertainment software and services. Have a question? Tweet @AutodeskHelp",9116,253629,4016,4470,Autodesk,,autodesk,Worldwide,en
ADH Consult ® is a  registered  mark / Christianity . Philosophy . Economy . Health . Wisdom . Pictures . Great Quotes / Non Profit,20014,248203,6749,246135,A/D/H Consult,,ADH_Consult,Worldwide,en
The key to better health is learning the difference between healthy and unhealthy nutrients.,121975,230771,36,264765,Aree B.,,letgohealthy,WorldWide,en
"Detox,coloncleanse,lose weight fast,dietpills,detoxdiets,dietplans,detoxificationdiets,detox diet",117259,225481,0,249343,Natural Health,,Detox_Body,WorldWide,en
A Comprehensive Guide to Successful Human Resource Practices for Business Leaders & HR Professionals to Optimize their Organization's Talent & Manage Workforce.,2143,203647,3058,111717,HR Success Guide,,HRSuccessGuide,Worldwide,en
Herbal Cleansers and regular laxatives can be as rough on your body as the unpleasant conditions they are meant to alleviate.,118452,188801,0,224238,Health Care,,tophealthystore,Worldwide,en
"Official GoingAd FREE Advertising Platform, Buy and Sell with confidence. Shop local go global.",2393,187572,4465,174550,Going Ad,,GOINGAD,worldwide,en-gb
"Create communities & build companies in a weekend!  No Talk. All Action. Part of @techstars and powered by 
@GoogleForEntrep",9476,179131,1777,16921,Startup Weekend,,StartupWeekend,Worldwide,en
Health Help is here to help you take better care of yourself & your family through powerful weight-loss tools,15242,144712,18,163092,Health Help,,heaIth_help,Worldwide,en
Social Focus is here to help you build a powerful and successful brand on social media! // Tweets are managed by @Garin,16560,140990,355,22467,Social Focus,,social_focus,Worldwide,en
"We answer the challenges of a sustainable energy system with innovative products, solutions, services, and global energy market expertise. https://t.co/rx3LpdDU9S",16071,137334,1306,24854,Siemens_Energy,,Siemens_Energy,Worldwide,en
#Empowering personality and relationship profiling of #you and of famous and #celebrated people that shape society.,865,131098,21,102925,#Celebrities Galore,,CelebGalore,Worldwide,en
ABB is a pioneering technology leader that works closely with customers to write the future of industrial digitalization and realize value,9311,122702,2382,1366,ABB Global,,ABBgroupnews,Worldwide,en
"Official news & tweets from Honeywell Process Solutions. We help our industrial automation users operate safe, reliable, efficient & sustainable facilities.",8167,119348,435,712,Honeywell Process,,HWusers,Worldwide,en
Design High Quality Screen Printed #Tees for Your #Chamber And #Members. Zero Risk. Zero Upfront Cost. We Directly Ship to Your Customers. You Keep The Profits.,12460,116853,19,129521,CrowdTChamber,,CrowdTChamber,Worldwide,en
Design High Quality Screen Printed Tees for Your #Team and #League. Zero Risk. Zero Upfront Cost. We Directly Ship to Your Customers. You Keep The Profits.,12371,114388,12,132270,CrowdTTeams,,CrowdTTeams,Worldwide,en
Design High Quality Screen Printed #Tees for Your #Tour And #Tournament. Zero Risk. Zero Upfront Cost. We Directly Ship to Your Customers. You Keep The Profits.,13453,111242,17,120974,CrowdTTour,,CrowdTTour,Worldwide,en
,2004,110895,4,119059,CrowdTBowling,,CrowdTBowling,Worldwide,en
"Start-Ups.co is a Blog that features daily Start-Ups news, reviews and interviews. We were featured in TechCrunch, Alltop, and .Co.",13233,109282,17,120351,StartUpsArt,,StartUpsArt,WorldWide,en
"Filmmaker, Animator, Programmer. Unless you're paying me I'm under no obligation to debate you",735,108649,12085,76096,FilmLadd,,FilmLadd,Worldwide,en
"Start-Ups.co is a Blog that features daily Start-Ups news, reviews and interviews. We were featured in TechCrunch, Alltop, and .Co.",14250,108584,25,125668,Start-Ups.Co,,StartUpsFood,Worldwide,en
Design High Quality Screen Printed #Tees for Your #Cause And #NGO. Zero Risk. Zero Upfront Cost. We Directly Ship to Your Customers. You Keep The Profits.,2728,106924,8,124294,CrowdTCause,,CrowdTCause,Worldwide,en
Design High Quality Screen Printed #Tees for Your #Event. Zero Risk. Zero Upfront Cost. We Directly Ship to Your Customers. You Keep The Profits.,232,105446,23,126409,CrowdTEvent,,CrowdTEvent,Worldwide,en
"Toronto Pictures produces ethical feature films that provoke thought, not violence.",38869,105320,63,115830,Toronto Pictures,,TorPix,Worldwide,en
Going GreenWe are targeting over 2 million deep fryers around the world.,5599,104513,17249,27369,Eco Friendly Chef Co,,OiLCHEFdotCom,WorldWide,en
Design High Quality Screen Printed #Tees for Your #Book. Zero Risk. Zero Upfront Cost. We Directly Ship to Your Customers. You Keep The Profits.,2884,103518,21,124640,CrowdTAuthor,,CrowdTAuthor,Worldwide,en
Design High Quality Screen Printed #Tees for Your #Concert And #Band. Zero Risk. Zero Upfront Cost. We Directly Ship to Your Customers. You Keep The Profits.,2263,101119,7,120035,CrowdTConcert,,CrowdTConcert,Worldwide,en
Design High Quality Screen Printed Tees for Your #Band. Zero Risk. Zero Upfront Cost. We Directly Ship to Your Customers. You Keep The Profits.,1971,111146,5,119648,CrowdTBands,,CrowdTBands,Worldwide ,en
"Official Glastonbury Festival feed. We can't answer every question asked on here, but it should hopefully be answered at https://t.co/nmkJANnrm0",5744,691203,526,295,Glastonbury Festival,bis,GlastoFest,"Worthy Farm, Pilton",en
<U+271D><U+2708> 2011 @UMG @HoopsnVacation @Bottom2thatopRC @JSBookingAgency @linkedmgmtinfo @SOLARENERGYASAP @AUTHCREATMKTG @authenticdgmktg @RescueAllAnimal @peopleeatclean,30141,431441,18924,474563,Michael G Harbut,bis,Bottom2thatop,www.iammichaelharbut.com,en
"Dr Wynand is a Management advancement expert. Meta thinker. Rapid innovation Facilitator. Rated no 1, Top Management Experts on Twitter.",23306,106850,13002,12094,Dr Wynand Goosen,,GoosenWynand,www.infomage.co.za,en
"Official page of BAFTA nominated Kelly Hoppen MBE. Interior Designer, Author, Entrepreneur, @theGIDC Judge, former Dragon, Creative Director @KellyHoppenHome.",26183,141817,5370,3380,Kelly Hoppen MBE,,kellyhoppen,www.kellyhoppen.com,en
"Labour MP for Doncaster North. Husband to Justine, dad to Daniel and Sam. Former radio 2 DJ (for a week)",5348,675812,27,1499,Ed Miliband,pol,Ed_Miliband,www.labour.org.uk,en
"The BaldHiker, Traveller, adventurer, Founder of https://t.co/Lzk0fgU6WM  Travel, Tech, photography, nature, hiking, food & smiles  IG - baldhiker <ed><U+00A0><U+00BD><ed><U+00B8><U+0080>",147398,729897,42046,307850,Paul Steele,celeb,paul_steele,"York, England",en
"The Joseph Rowntree Foundation is an independent organisation working to inspire social change through research, policy and practice. #solveukpoverty",33820,146068,2459,73564,Joseph Rowntree Fdn.,,jrf_uk,"York, UK",en
"Securing a healthy natural environment for people to enjoy, where wildlife is protected and England's landscapes are safeguarded for future generations.",15815,108281,4201,1309,Natural England,,NaturalEngland,"York, UK",en
"Cricketer, Blades fan, love music and of course golf! ambassador for @NBCricket @Vitality_UK @Village_Hotels @BRUTforMen @Pin_Seekerz and @Dreams_Beds",3185,479056,361,532,Joe Root,celeb,root66,Yorkshire,en
"BBC News from Yorkshire. BBC One at 6.30, 10pm,  Breakfast, 1.30 and BBC iPlayer. Editor @timsmithyorks, social media @davetracz. Stories: look.north@bbc.co.uk",47685,271287,1154,586,BBC Look North (Yks),,BBCLookNorth,Yorkshire,en
"ITV News Calendar is live across Yorkshire & Lincolnshire in @GMB from 6am-9am and on @itv weekdays at 1:55pm, 6pm & 10:30pm. Tweets to us may be broadcast.",62702,118935,283,1862,ITV News Calendar,,itvcalendar,Yorkshire & Lincolnshire,en
"#TheYP - News, sport, business and more from Yorkshire's national newspaper. Talking your language. We're also on Facebook http://t.co/iN4h88EsH9",169253,147237,2060,485,The Yorkshire Post,,yorkshirepost,"Yorkshire, England",en
Welcome to Yorkshire - all you need to know about what's going on in England's biggest and most magnificent county.,15134,228484,1705,2625,Welcome to Yorkshire,,Welcome2Yorks,"Yorkshire, UK",en
The next generation of home improvement starts at The Home Depot.,20123,358496,2813,32826,The Home Depot,,HomeDepot,Your Local Store,en
"Creator of https://t.co/SKr6X8nwVS and https://t.co/KS3tRM4Bua - I love Head Cheese, Finger Sandwiches, Elbow Macaroni, & BRAINS! - #Horror #Comedy #WTF",6409,240747,3909,146982,Eric Weiss,,ZombieRiot,ZombieGroup@gmail.com,en
"THE ARCHITECT'S PERSPECTIVE ON BUILDINGS, INTERIORS, DESIGN AND MATERIALS",11439,138200,4,582,Architonic,,architonic,Zurich,en
The Swiss Business Club is connecting business people,239878,100531,2938,98291,swissbusiness,bis,swissbusiness,Zurich,en
"Lucas Wyrsch - Networker, Enterprise Risk Management Consultant, Actuary,",534402,113250,2335,95964,Lucas Wyrsch,celeb,Lucas_Wyrsch,Zurich Switzerland,en
Robbert met dubbel B. Doet voornamelijk dingetjes in de media en is een fulltime levensgenieter  <U+2764>,12101,101830,7777,46091,Robbert Schuringa,foreign,GewoonRobbert,Zwolle,nl
Strengthening relationships through shared experiences. Curated by Instagram's community team. Need help? Visit https://t.co/OQR3Kbbcdw.,10943,39688163,137,4,Instagram,bis,instagram,,en
It’s our job to #GoThere & tell the most difficult stories. Join us! For more breaking news updates follow @CNNBRK  & Download our app <ed><U+00A0><U+00BD><ed><U+00B3><U+00B2>https://t.co/Xgo5kjIt8c,142650,36893172,1470,1117,CNN,news,CNN,,en
This account is no longer active. Follow @TwitterVideo to see the best videos from creators and people all over the world.,3704,16455691,3869,2,Vine Creators,bis,VineCreators,,en
Official Twitter account of the Premier League. Download the 2017/18 fixtures to your calendar now: https://t.co/vbICt4NPPq,81248,14851880,752,77,Premier League,sport,premierleague,,en
Breaking news and current events from around the globe. Hosted by TIME staff. Tweet questions to our customer service team @TIMEmag_Service.,242230,14455516,612,849,TIME,news,TIME,,en
https://t.co/phwLwvWbXT,7456,13652395,126,1432,will.i.am,celeb,iamwill,,en
,1854,12715830,26,2783,Simon Cowell,celeb,SimonCowell,,en
I'm doing a UK & Ireland Stand Up Tour on sale now! https://t.co/Sy5XDdUdxT My Podcast: https://t.co/MxbW9v9BVA,9325,12224864,153,338,Russell Brand,celeb,rustyrockets,,en
"Tie-loathing adventurer, philanthropist & troublemaker, who believes in turning ideas into reality. Otherwise known as Dr Yes at @virgin!",17177,11184462,4,3844,Richard Branson,celeb,richardbranson,,en
Know what's real.,486996,10545804,970,5707,HuffPost,news,HuffPost,,en
See what’s streaming LIVE on Twitter. Watch it. Talk about it.,2152,9701570,459,30,Twitter Live,bis,TwitterLive,,en
Mashable is for superfans. We're not for the casually curious. Obsess with us.,246579,9175411,700,2834,Mashable,bis,mashable,,en
,19384,7719367,3523,2968,Olly Murs,celeb,ollyofficial,,en
Brand new tour on sale now. https://t.co/8huM98LdlY,3417,6846911,2,313,Jimmy Carr,celeb,jimmycarr,,en
"Once kicked a ball about. Now talk about kicking a ball about. Still flogging spuds. BBC Sport, BT Sport, Walkers, @goalhangerfilms ...Instagram garylineker",23675,6343621,416,882,Gary Lineker,celeb,GaryLineker,,en
