"","name","degree.total","degree.in","degree.out","strength.total","strength.in","strength.out","between","closeness","eigenvector","PageRank","degreeStrength.out","degreeStrength.in","Account Category","Account Type","description","statusesCount","followersCount","favoritesCount","friendsCount","name.y","created","protected","verified","location","lang","id"
"6557","andrew_ward1",45,45,0,101,101,0,0,0.000146301251727943,0.003290632527775,0.0771885148246688,NA,2.24444444444444,NA,NA,"Energy Editor for the Financial Times; previously covering pharmaceuticals and foreign correspondent in Stockholm, Washington, Atlanta and Seoul",4124,6345,1094,2337,"Andrew Ward",2009-04-01 22:34:52,FALSE,TRUE,"W101, M16 ORA","en","28215001"
"6558","greendealshop",45,45,0,101,101,0,0,0.000146301251727943,0.000368963123098172,0.0716822876469609,NA,2.24444444444444,NA,NA,"http://t.co/KjsCum7JO4 provide renewable energy solutions, from biomass to solar via commercial LED. Fully FCA & Green Deal approved. Call us on: 01492 588282",6879,2091,460,1567,"greendealshop.com",2012-07-13 23:25:09,FALSE,FALSE,"Llandudno, Wales","en","635024028"
"6559","jojusolar",45,45,0,95,95,0,0,0.000146301251727943,0.000472326621710904,0.0806484725769297,NA,2.11111111111111,NA,NA,"Experts at designing and building solar PV systems, with a passion for community power. Trusted by councils, communities, businesses and homeowners since 2006.",4050,1617,204,1944,"Joju Solar",2010-03-03 09:28:08,FALSE,FALSE,"London / Oxford","en","119330004"
"6560","WillBlackWriter",45,45,0,93,93,0,0,0.000146301251727943,0.00254937493222875,0.0849348983351228,NA,2.06666666666667,NA,NA,"Author & journalist. Latest book: Psychopathic Cultures and Toxic Empires. NEW BOOK on way.  https://t.co/zEsx6aUZBM",82883,90749,44573,43490,"Will Black",2010-01-08 11:15:36,FALSE,TRUE,"Cambridge, European Union","en","102955736"
"6561","MountfordTom",45,45,0,93,93,0,0,0.000146301251727943,0.00548195532708059,0.070363792390173,NA,2.06666666666667,NA,NA,"Interested in ASB- Housing Fraud- Homelessness- Community Safety- Food- Drink- Cars @Dudleymbc @CIHWestMidlands @thehubwolves @WolvesSamaritan All views my own.",3206,748,2341,1126,"Tom Mountford",2011-11-05 11:26:28,FALSE,FALSE,"","en","405483969"
"6562","SteeleDamon",45,45,0,92,92,0,0,0.000146301251727943,0.00019213766438839,0.0771479749736699,NA,2.04444444444444,NA,NA,"business owner, Nest pro installer, Vaillant advance member and training liaison between manufacturers and installers. Advocate of Spirotech#spride#HeroesOfHeat",9144,2035,8714,1049,"D S Steele Heat",2013-08-14 20:26:22,FALSE,FALSE,"Barnsley","en","1671343038"
"6563","doorstopdoors",45,45,0,91,91,0,0,0.000146301251727943,0.00040075154383006,0.0845162007503329,NA,2.02222222222222,NA,NA,"Manufacturer of composite doors and FD30s fire doors made easy to buy, easy to sell. A Masonite business.",4647,3660,491,707,"Door-Stop",2009-03-24 23:15:29,FALSE,FALSE,"Nottinghamshire","en","26353238"
"6564","UKGovProperty",45,45,0,90,90,0,0,0.000146301251727943,0.00210297835461921,0.0744000897428056,NA,2,NA,NA,"We oversee all government land and property, and work collaboratively with departments to deliver the estates strategy. Part of @CabinetOfficeUK.",1107,1572,216,625,"Government Property",2014-11-26 09:56:12,FALSE,FALSE,"United Kingdom","en","2893146971"
"6565","TPASCymru",45,45,0,90,90,0,0,0.000146301251727943,0.00410083165862752,0.0739097412793106,NA,2,NA,NA,"TPAS Cymru is the tenant participation organisation in Wales, helping to make effective participation a reality.",3808,2938,1593,1990,"TPAS Cymru",2011-04-27 14:22:08,FALSE,FALSE,"Wales","en","288811184"
"6566","ButelineUK",45,45,0,88,88,0,0,0.000146301251727943,0.00018704513076725,0.076102079530143,NA,1.95555555555556,NA,NA,"Buteline designs, engineers & manufactures a world-acclaimed plumbing system for hot & cold potable water & Central Htg for domestic & commercial applications.",1407,1780,1009,2892,"Buteline UK",2011-07-21 09:14:27,FALSE,FALSE,"United Kingdom","en","339563674"
"6567","GlobalGoalsUN",45,45,0,88,88,0,0,0.000146301251727943,0.00241277746979396,0.0756404874816101,NA,1.95555555555556,NA,NA,"Official @UN Twitter account for the 17 #GlobalGoals for Sustainable Development. Transforming our world by 2030.",20079,231518,1553,693,"Global Goals",2010-02-17 16:18:01,FALSE,TRUE,"Global","en","115099953"
"6568","LveArchitecture",45,45,0,87,87,0,0,0.000146301251727943,0.00127369786320456,0.0785393907869861,NA,1.93333333333333,NA,NA,"Love Architecture Festival, brought to you by the Royal Institute of British Architects @RIBA - Celebrate the places and spaces around you!",703,3273,42,383,"Love Architecture",2012-02-01 17:00:01,FALSE,FALSE,"UK","en","480567041"
"6569","JaclynAtOracle",45,45,0,84,84,0,0,0.000146301251727943,0.00125874257178241,0.0707728773248592,NA,1.86666666666667,NA,NA,"Managing Director at #Property PR & Marketing specialists, the @TheOracleGroup1 || News-hound | Chatterbox | Japanophile | Sun-seeker | Proud Scot [Exiled '99]",2272,1437,239,1787,"Jaclyn Thorburn",2011-02-03 13:49:34,FALSE,FALSE,"Epsom, Surrey","en","246794255"
"6570","plymouthcc",45,45,0,83,83,0,0,0.000146301251727943,0.0021925161959221,0.0803885444459139,NA,1.84444444444444,NA,NA,"Plymouth City Council's official Twitter page. If you have an enquiry please call us on 01752 668000 or email enquiries@plymouth.gov.uk.",10095,13100,575,683,"PCC",2009-02-17 08:10:23,FALSE,TRUE,"Plymouth","en","21072824"
"6571","CIOBScotland",45,45,0,82,82,0,0,0.000146301251727943,0.000585867131235398,0.0770272690943211,NA,1.82222222222222,NA,NA,"The official twitter account of the CIOB in Scotland",1528,667,250,222,"CIOB in Scotland",2013-06-04 08:35:41,FALSE,FALSE,"Scotland","en","1481708718"
"6572","BSRnews",45,45,0,82,82,0,0,0.000146301251727943,0.000588675087202952,0.0739507497972183,NA,1.82222222222222,NA,NA,"BSR is a global nonprofit organization that works with its network of more than 250 member companies and other partners to build a just and sustainable world.",16215,26346,7622,3060,"BSR",2010-02-12 18:22:34,FALSE,FALSE,"","en","113696377"
"6573","CommonsWorkPen",45,45,0,82,82,0,0,0.000146301251727943,0.00643948499034733,0.0723962562530438,NA,1.82222222222222,NA,NA,"We are the Work and Pensions Committee in the @HouseofCommons. We scrutinise the work of @DWP. RTs  <U+2260> endorsements.",350,5115,0,103,"Work & Pensions Ctte",2012-11-29 16:29:59,FALSE,TRUE,"House of Commons","en","978677004"
"6574","LeRouxEtienne",45,45,0,82,82,0,0,0.000146301251727943,0.000717416819378523,0.0717592006340926,NA,1.82222222222222,NA,NA,"BIM Consultant @turnertownsend. Tech Addict. #VR #AR #AI #IoT #Cloud #Blockchain * Views my own *",393,708,7726,470,"Etienne Le Roux",2011-10-12 15:37:49,FALSE,FALSE,"Dubai, United Arab Emirates","en","389527281"
"6575","Petercampbell1",45,45,0,81,81,0,0,0.000146301251727943,0.00221706124857458,0.0817494515876237,NA,1.8,NA,NA,"Motor Industry Correspondent at the @FT. Opinions mine.
(1 click free a day from social media, or beat the paywall with a discount here: https://t.co/7GtZHpxUUv)",24454,4980,5419,2167,"Peter Campbell",2009-02-04 01:36:48,FALSE,FALSE,"London","en","20020005"
"6576","GreatestCapital",45,45,0,81,81,0,0,0.000146301251727943,0.000889493689433065,0.0750132843456269,NA,1.8,NA,NA,"This great, diverse, ingenious, tolerant and respectful city. This London. #OldLondon",8207,69072,256,23819,"Old London",2010-11-19 17:57:53,FALSE,FALSE,"London","en","217498355"
"6577","PlanningAidEng",45,45,0,81,81,0,0,0.000146301251727943,0.00168346331644642,0.0712483781679593,NA,1.8,NA,NA,"Planning Aid England helps communities and individuals shape great places to live and work by providing free and impartial planning advice.",1000,2856,8,499,"Planning Aid England",2010-07-12 13:32:32,FALSE,FALSE,"England","en","165760965"
"6578","oldpicsarchive",45,45,0,81,81,0,0,0.000146301251727943,0.00128778204097834,0.070465316478766,NA,1.8,NA,NA,"Tweeting the most interesting vintage and historical photos. 
Contact: historypicsarchive@gmail.com",147024,530271,0,0,"Old Pics Archive",2014-04-13 15:04:56,FALSE,FALSE,"London, UK","en","2441831348"
"6579","2017Hull",45,45,0,80,80,0,0,0.000146301251727943,0.0053832640752229,0.0817326547673557,NA,1.77777777777778,NA,NA,"We are the UK City of Culture 2017. #Hull2017",15616,69397,6479,1285,"Hull City of Culture",2013-05-14 17:38:10,FALSE,TRUE,"Hull, East Yorkshire, UK","en","1428423776"
"6580","AccentNewHomes",45,45,0,80,80,0,0,0.000146301251727943,0.00316911072831512,0.0701138414014339,NA,1.77777777777778,NA,NA,"Homes for sale from Accent",718,1216,3,172,"Accent Sales",2009-03-13 15:51:20,FALSE,FALSE,"West Yorkshire","en","24193188"
"6581","OfficialUoM",45,45,0,79,79,0,0,0.000146301251727943,0.00341933866877773,0.0759606053117828,NA,1.75555555555556,NA,NA,"The official Twitter feed for The University of Manchester. Find us on Facebook at https://t.co/TnuTrNYJVy",10263,33268,605,564,"Uni of Manchester",2013-11-27 14:19:01,FALSE,TRUE,"Manchester","en-gb","2217874898"
"6582","everywomanUK",45,45,0,79,79,0,0,0.000146301251727943,0.000829465466670527,0.0752228532316316,NA,1.75555555555556,NA,NA,"Providing products and services that advance women in business.
Join tens of thousands of #ewNetwork members worldwide!",15693,23017,1443,7754,"everywoman",2009-02-16 20:04:07,FALSE,FALSE,"Worldwide","en","21020605"
"6583","Proteus_UK",45,45,0,79,79,0,0,0.000146301251727943,0.000299855058586393,0.0737261916432124,NA,1.75555555555556,NA,NA,"Proteus Waterproofing range of high performance roof & balcony systems has been engineered to meet the harshest of weather conditions.",2331,815,76,1708,"Proteus Waterproof",2013-05-31 10:04:54,FALSE,FALSE,"","en","1471778682"
"6584","bbcpointswest",45,45,0,78,78,0,0,0.000146301251727943,0.00210263485951917,0.0781322393004545,NA,1.73333333333333,"Media","News","The latest news, sport and weather for the west country from the BBC Points West team",24495,71757,382,342,"BBC Points West",2011-07-18 17:12:55,FALSE,TRUE,"West Country","en","337833938"
"6585","protec_uk",45,45,0,78,78,0,0,0.000146301251727943,0.000527564889838424,0.0732548297344357,NA,1.73333333333333,NA,NA,"UK manufacturers and suppliers of Temporary Protection Materials. Protecting the #construction, #housebuilding and #renovation industries from costly damage",3565,2296,482,2543,"Protec Int'l Ltd",2010-11-28 16:17:35,FALSE,FALSE,"Adlington, Cheshire, UK","en","220708231"
"6586","TugbaSalman",45,45,0,78,78,0,0,0.000146301251727943,0.00138516023694471,0.0717527499622962,NA,1.73333333333333,NA,NA,"Passive House Designer: President of Board @pasifev Nature Lover, Taylan's Mom",1601,630,391,592,"Tugba Salman Gurcan",2009-12-04 23:13:53,FALSE,FALSE,"Ankara","en","94668491"
"6587","JRFShell",45,45,0,78,78,0,0,0.000146301251727943,0.0217282079187562,0.0694119696115691,NA,1.73333333333333,NA,NA,"Work @jrf_uk @theJRHT in Public Affairs/Events to help address poverty in UK. Keen photographer. World record marathon runner. Tweets r own views, I follow back",2103,4139,737,4019,"Michelle Atkins",2011-03-07 18:27:07,FALSE,FALSE,"York, England","en","262267515"
"6588","Russell_Roofing",45,45,0,77,77,0,0,0.000146301251727943,0.000271953499778236,0.0766532138921044,NA,1.71111111111111,NA,NA,"Russell Roofing Limited has been established since 1962 and specialises in high quality traditional and modern roof coverings throughout the UK.",164,807,8,982,"Russell Roofing Ltd",2014-06-27 09:27:00,FALSE,FALSE,"England","en-gb","2591112577"
"6589","SMCommission",45,45,0,77,77,0,0,0.000146301251727943,0.0126401885388867,0.0702762829076995,NA,1.71111111111111,NA,NA,"Official feed of the Social Mobility Commission. We monitor progress towards improving social mobility in the UK and promote social mobility in England",1548,5147,268,1534,"Social Mobility Comm",2013-03-21 12:25:57,FALSE,TRUE,"UK","en","1285858309"
"6590","TheWindowOutlet",45,45,0,76,76,0,0,0.000146301251727943,0.00018864262959587,0.0778526319596451,NA,1.68888888888889,NA,NA,"Nationwide #Aluminium #Window & #Door Manufacturer @Aluk_GB & @ReynaersLimited Fast Lead Times 5 days https://t.co/qkZsLxsYPw",7014,4053,3105,3123,"TheWindowOutlet",2014-07-10 08:31:47,FALSE,FALSE,"Bristol, England","en","2615078480"
"6591","glenn_howells",45,45,0,76,76,0,0,0.000146301251727943,0.00198301923261709,0.0778015763143749,NA,1.68888888888889,NA,NA,"Clear thinking architects exploring ideas of how places and buildings can make people’s lives better.",887,1987,256,379,"Glenn Howells",2013-01-13 13:10:50,FALSE,FALSE,"Birmingham and London","en","1086070261"
"6592","ThinkhouseInfo",45,45,0,76,76,0,0,0.000146301251727943,0.00347636744656317,0.0694680526616657,NA,1.68888888888889,NA,NA,"Thinkhouse launched in Spring 2017 is a web library of the best & most innovate thinking about how to increase the amount and quality of the UK's housing stock",227,526,91,396,"thinkhouse",2017-01-21 10:33:37,FALSE,FALSE,"England, United Kingdom","en","822754011816361984"
"6593","ChristianJMay",45,45,0,75,75,0,0,0.000146301251727943,0.00435336137945888,0.0829230976404699,NA,1.66666666666667,NA,NA,"Islander turned Londoner. Editor of @CityAM.",25150,9638,60,964,"Christian May",2009-07-24 11:12:01,FALSE,TRUE,"","en","59753891"
"6594","olliehayes",45,45,0,75,75,0,0,0.000146301251727943,0.000812000065085224,0.0705790565658438,NA,1.66666666666667,NA,NA,"Air pollution campaigner @wwwfoecouk. Co-host @thebabblewagon podcast. Cyclist. Late night DIY enthusiast. @CambridgeUtdFC",5344,1443,228,1849,"Oliver Hayes",2010-04-20 10:15:09,FALSE,FALSE,"","en","135102606"
"6595","Arbor_Forest",45,45,0,72,72,0,0,0.000146301251727943,0.000406654657884237,0.0800684019618775,NA,1.6,NA,NA,"We are one of the largest independent timber importing businesses in the UK, providing outstanding service and distribution to merchants.",779,1127,382,788,"Arbor Forest",2015-01-26 18:51:31,FALSE,FALSE,"New Holland, Lincolnshire","en","3000175750"
"6596","pureleapfrog",45,45,0,72,72,0,0,0.000146301251727943,0.00197628776812222,0.0732179946869152,NA,1.6,NA,NA,"We are a #charity offering accessible expertise and affordable #finance to #communityenergy groups. We also help #developingworld projects via #carbonoffsetting",2187,1980,480,1227,"Pure Leapfrog",2010-10-26 15:08:00,FALSE,FALSE,"London","en","208058323"
"6597","wlandscapearch",45,45,0,71,71,0,0,0.000146301251727943,0.00203733567960268,0.0737081613001919,NA,1.57777777777778,NA,NA,"World Landscape Architecture webzine we published landscape architecture projects, competitions. You can follow the WLA editor @landscapearch",17055,28626,455,24825,"World Landscape Arch",2009-01-30 14:45:10,FALSE,FALSE,"World","en","19769848"
"6598","TomLMcNeil",45,45,0,71,71,0,0,0.000146301251727943,0.000897360277944008,0.0713718063174643,NA,1.57777777777778,NA,NA,"Engineering | Architecture",384,232,250,345,"Tom McNeil",2011-09-19 22:15:43,FALSE,FALSE,"London","en","376446139"
"6599","tenny_RT",45,45,0,71,71,0,0,0.000146301251727943,0.000640632697414675,0.0702438327377995,NA,1.57777777777778,NA,NA,"innovate lead @dotbuilte, associate @wsp_pbworld, co-founder @hack_construct, Chair BIM Suppliers Group @BIMregScot #BIMScotlandNetwork personal views only",871,974,490,1056,"RyanT",2012-06-29 14:33:38,FALSE,FALSE,"Scotland, United Kingdom","en","622029813"
"6600","alinea_LLP",45,45,0,70,70,0,0,0.000146301251727943,0.00224030582831496,0.0751593116151871,NA,1.55555555555556,NA,NA,"An independent construction cost consultancy with founding partners Paul Allen, Mark Lacey, Iain Parker, Richard Taylor, Steve Watts and Paul Zuccherelli",2182,1440,3794,1436,"alinea",2013-05-07 11:15:34,FALSE,FALSE,"Cannon Street, London","en","1409981334"
"6601","neil_parish",45,45,0,70,70,0,0,0.000146301251727943,0.000899910230041047,0.0732507286440069,NA,1.55555555555556,NA,NA,"Tweets from the Office of the MP for Tiverton and Honiton. 
Chair of the Environment, Food and Rural Affairs Select Committee @CommonsEFRA",1365,2604,372,934,"Neil Parish MP",2015-04-13 13:14:14,FALSE,TRUE,"Devon","en","3164087579"
"6602","PG_Live",45,45,0,69,69,0,0,0.000146301251727943,0.000928908986165648,0.0744521296683798,NA,1.53333333333333,NA,NA,"Providing Structural Warranty & Building Control for some of the UK's leading property developers; ensuring peace of mind throughout the lifetime of your build.",1478,906,223,459,"Premier Guarantee",2009-09-09 10:09:42,FALSE,FALSE,"United Kingdom","en","72817633"
"6603","NYCMayor",45,45,0,68,68,0,0,0.000146301251727943,0.000850754271128374,0.0753626792030668,NA,1.51111111111111,NA,NA,"Fighting every day to make our city better and fairer. Official account of the 109th Mayor of NYC.",10443,1098198,405,1387,"Bill de Blasio",2009-01-31 22:10:26,FALSE,TRUE,"New York, NY","en","19834403"
"6604","WendyPandya",45,45,0,68,68,0,0,0.000146301251727943,0.00102436249059607,0.0721489120906279,NA,1.51111111111111,NA,NA,"",370,308,22,220,"Wendy Pandya",2012-03-26 22:29:44,FALSE,FALSE,"","en","537617231"
"6605","DavidRigby5",45,45,0,68,68,0,0,0.000146301251727943,0.00371103022827818,0.0690014525062099,NA,1.51111111111111,NA,NA,"Wordsmith. Housing, rugby league, beer... Can be outraged, but usually tries to take life less seriously.",11539,661,145,296,"David Rigby",2009-03-04 22:29:42,FALSE,FALSE,"Saddleworth","en","22846112"
"6606","BTP",45,45,0,67,67,0,0,0.000146301251727943,0.00250635869803561,0.0805371920365891,NA,1.48888888888889,NA,NA,"We are British Transport Police. Don't report crime here; #TextBTP on 61016, call 0800 40 50 40, or 999 in an emergency.",21905,116958,3009,633,"BTP",2011-03-14 17:00:56,FALSE,TRUE,"Policing Britain's railways","en","266094415"
"6607","LifeSizeMedia",45,45,0,67,67,0,0,0.000146301251727943,0.000554762624078518,0.0732883404818542,NA,1.48888888888889,NA,NA,"Europe's Cleantech Communications Agency",11806,4259,875,4776,"Life Size Media",2010-03-30 06:25:26,FALSE,FALSE,"London, England","en","127782619"
"6608","ShaylorGroup",45,45,0,67,67,0,0,0.000146301251727943,0.000481654696797886,0.0710340192374549,NA,1.48888888888889,NA,NA,"Delivering construction, refurb, fit out, heritage and small works projects for customers in the public and private sectors. Offices in the Midlands & London.",833,1753,551,980,"Shaylor Group",2012-09-27 08:47:21,FALSE,FALSE,"Aldridge, England","en","848916661"
"6609","OneMsZoe",45,45,0,66,66,0,0,0.000146301251727943,0.000663958380513332,0.07072828258592,NA,1.46666666666667,NA,NA,"Policy Manager for renewable heat and community energy @CitizensAdvice & before Climate & Energy Specialist @wwf_uk.",1829,375,137,119,"Zoe Guijarro",2012-10-16 09:09:00,FALSE,FALSE,"West Sussex, England","en","884062538"
"6610","bpnarchitects",45,45,0,66,66,0,0,0.000146301251727943,0.000737662397553511,0.069631812464051,NA,1.46666666666667,NA,NA,"Architects and designers with a friendly people-led approach.",1426,3075,274,568,"BPN Architects",2009-03-25 14:40:10,FALSE,FALSE,"Birmingham, UK","en","26510041"
"6611","MattNewell_",45,45,0,66,66,0,0,0.000146301251727943,0.0030545094076953,0.0689257289351704,NA,1.46666666666667,NA,NA,"Digital | Gym | Food | Trail/ultra running | Nature | Cycling | Bourbon | Architecture | Craft beer |Books | Hip hop | London now/Portsmouth then | My views",4271,1058,967,1733,"Matt Newell",2009-12-02 07:32:41,FALSE,FALSE,"London, England","en","94042643"
"6612","TeachFirst",45,45,0,65,65,0,0,0.000146301251727943,0.00331031242710363,0.0739315861545538,NA,1.44444444444444,NA,NA,"Building a movement of leaders in classrooms, schools and across society to end educational inequality.",11545,56369,1398,1314,"Teach First",2008-12-30 23:02:10,FALSE,TRUE,"UK","en","18491626"
"6613","dinamedland",45,45,0,65,65,0,0,0.000146301251727943,0.0027755019742796,0.0738376627612969,NA,1.44444444444444,NA,NA,"Independent writer+commentator/ex-Forbes contributor exFT gets xcited better business/boardrooms/governance ethics+society, gender equality: list is long",72368,6047,10325,2433,"Dina Medland",2008-10-01 11:45:29,FALSE,FALSE,"kent, uk","en","16542764"
"6614","MADEplaces",45,45,0,65,65,0,0,0.000146301251727943,0.000719002867765109,0.0714613355192664,NA,1.44444444444444,NA,NA,"A small organisation with a big mission: to make the West Midlands beautiful.",3356,2136,97,306,"MADE",2009-11-24 16:59:17,FALSE,FALSE,"Birmingham, UK","en","92314388"
"6615","MikeKaneMP",45,45,0,64,64,0,0,0.000146301251727943,0.0035148090816797,0.0711714492888424,NA,1.42222222222222,NA,NA,"Member of Parliament for Wythenshawe & Sale East and Shadow Minister for Schools. Constituents please contact mike.kane.mp@parliament.uk or 0161 499 7900.",4997,7628,2376,2031,"Mike Kane",2009-09-05 10:58:37,FALSE,TRUE,"Manchester","en","71777646"
"6616","PeterMarsh_PMC",45,45,0,64,64,0,0,0.000146301251727943,0.00281524911443703,0.0708830934485877,NA,1.42222222222222,NA,NA,"Managing Director at PMc Ltd, creating spaces and shaping futures in education, housing and the civic realm, NED @rhp_uk. and eccentric car fan.",1026,1058,636,1103,"Peter Marsh",2014-02-12 15:44:12,FALSE,FALSE,"England, United Kingdom","en","2339512845"
"6617","robbieds",45,45,0,64,64,0,0,0.000146301251727943,0.0055748028508344,0.0706793385181471,NA,1.42222222222222,NA,NA,"Head of Campaigns @StonewallUK; Trustee @GenRentUK; @claptonpot co-host; avid cyclist and cook.",10007,2197,2457,819,"Robbie de Santos",2010-02-10 21:14:33,FALSE,FALSE,"Lower Clapton, Hackney","en","113143983"
"6618","MoneySupermkt",45,45,0,63,63,0,0,0.000146301251727943,0.00273242226226671,0.0844259538951891,NA,1.4,NA,NA,"Join the #EPICSKELETOR conversation. If you’ve got a question or need some help with a query, @MoneySuperHelp are happy to help.",12252,53215,5172,773,"MoneySuperMarket",2008-06-25 15:57:09,FALSE,TRUE,"UK","en","15232850"
"6619","ConstructionUK_",45,45,0,63,63,0,0,0.000146301251727943,0.000227798410823075,0.0707401322050327,NA,1.4,NA,NA,"Find your latest Construction news with just one click. Don’t miss out on anything happening in your profession .check
http://t.co/xAicRw7spm",16317,4066,0,2301,"ConstructionUK",2014-02-16 15:37:10,FALSE,FALSE,"","nl","2347036879"
"6620","shower_save",45,45,0,63,63,0,0,0.000146301251727943,0.000660813650086126,0.0705427725662303,NA,1.4,NA,NA,"Showersave Waste Water Heat Recovery System. A wonderfully simple route to cost effective energy saving. CPD Certified. 50,000 installations #newhomes",480,602,141,2360,"Shower Save",2013-04-24 20:26:36,FALSE,FALSE,"UK","en","1377930242"
"6621","Tekla",45,45,0,63,63,0,0,0.000146301251727943,0.000566155573034134,0.0693293133280536,NA,1.4,NA,NA,"Tekla software for #BIM and structural #engineering industry from Trimble. We are here together to shape a smarter future for #construction.",2600,8007,536,462,"Tekla Software",2009-04-17 18:01:18,FALSE,FALSE,"Worldwide ","en","32500983"
"6622","LukePollard",45,45,0,62,62,0,0,0.000146301251727943,0.0028451004221653,0.0731746621686998,NA,1.37777777777778,NA,NA,"Plymouth, Labour, cooperative, skyscrapers, hockey, Argyle and cake. Labour & Co-op Member of Parliament for Plymouth Sutton & Devonport #plymouthfirst #LukeMP",28185,11650,6089,9173,"Luke Pollard MP",2007-12-08 00:09:29,FALSE,TRUE,"Plymouth, UK","en","10955042"
"6623","soweeklive",45,45,0,62,62,0,0,0.000146301251727943,0.00227952475277874,0.0708533891301661,NA,1.37777777777778,NA,NA,"Shared Ownership Week 2017 is supported by @CommunitiesUK & @HemingwayDesign and aims to raise the profile and awareness of #SharedOwnership. Follow #SOW17!",1070,1070,415,546,"SharedOwnershipWeek",2015-07-20 12:12:01,FALSE,FALSE,"United Kingdom","en","3384496672"
"6624","lespickford",45,45,0,62,62,0,0,0.000146301251727943,0.000744968612137686,0.0707354372942074,NA,1.37777777777778,NA,NA,"Freelance writer/editor on SMEs, construction, property and sustainability. Helping SMEs raise their profile through content. Ex-RICS. Dad, husband, Scouser.",2202,497,68,450,"Les Pickford",2011-02-21 11:36:41,FALSE,FALSE,"Salisbury","en","255450034"
"6625","bbchealth",45,45,0,61,61,0,0,0.000146301251727943,0.00220005740905867,0.0749316409352859,NA,1.35555555555556,"Media","News","Health & Lifestyle news and features from the BBC, via an automated feed of website headlines.",24147,2262353,0,7,"BBC Health News",2007-01-10 12:35:42,FALSE,TRUE,"London, UK","en","621543"
"6626","thomaslingard",45,45,0,61,61,0,0,0.000146301251727943,0.00202711984088294,0.0710897136091005,NA,1.35555555555556,NA,NA,"Unilever Global Policy, Advocacy & Partnerships. Climate Change & Sustainable Development. Former Deputy Director of Green Alliance. Views my own.",3565,3121,661,1711,"Thomas Lingard",2009-02-15 22:06:28,FALSE,FALSE,"London","en","20941708"
"6627","JCleggBuilding",45,45,0,60,60,0,0,0.000146301251727943,0.000852045529344794,0.0724404585255048,NA,1.33333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6628","HeatingSupport",45,45,0,60,60,0,0,0.000146301251727943,0.000138235941847565,0.0718222643567145,NA,1.33333333333333,NA,NA,"Suppliers of heating spares, controls & appliances. Over 25,000 products in stock for same day collection or next day delivery. Call us on 01522 541 911.",1388,4408,106,4356,"Heating Support",2009-12-07 23:35:28,FALSE,FALSE,"Lincoln, UK","en","95304720"
"6629","PippaJBell",45,45,0,60,60,0,0,0.000146301251727943,0.00515625481958821,0.0674423060872004,NA,1.33333333333333,NA,NA,"Tweeting about housing and welfare reform. All views my own.",847,591,38,242,"Pippa Bell",2014-06-13 13:54:54,FALSE,FALSE,"","en","2565350312"
"6630","InstWater",45,45,0,59,59,0,0,0.000146301251727943,0.000411910434563048,0.075227415407335,NA,1.31111111111111,NA,NA,"The Institute of Water is the only professional body that exclusively supports the careers of anyone working in the UK water sector.",2426,5775,355,773,"Institute of Water",2011-09-12 08:43:39,FALSE,FALSE,"United Kingdom","en","372174858"
"6631","federicacocco",45,45,0,59,59,0,0,0.000146301251727943,0.00530708974717765,0.0736199177598628,NA,1.31111111111111,NA,NA,"Journalist at the @FT. Writes about statistics, policy & other things. Formerly at The Times, @fullfact, @Ampp3d & @Mirrorpolitics. Email federica.cocco@ft.com",36421,7792,4540,3199,"Federica Cocco",2009-01-07 16:32:27,FALSE,FALSE,"London","en","18727161"
"6632","Eco_motive",45,45,0,59,59,0,0,0.000146301251727943,0.00101768983445833,0.0696937380317224,NA,1.31111111111111,NA,NA,"Social Enterprise for SelfBuild & CustomBuild | SNUG homes | Consultancy |  Delivering SelfBuild assessments to Local Authorities via http://t.co/VbimcTU6S7",649,1661,302,1333,"Ecomotive",2013-01-17 13:29:43,FALSE,FALSE,"Bristol","en","1098155538"
"6633","IronmngryDirect",45,45,0,58,58,0,0,0.000146301251727943,0.00024083799676362,0.0737665394151115,NA,1.28888888888889,NA,NA,"The UK's biggest range of ironmongery in stock, with over 15,500 items ready for next day delivery!",2754,4201,362,424,"IronmongeryDirect",2009-04-17 10:33:20,FALSE,FALSE,"UK","en","32363150"
"6634","newhomeblogs",45,45,0,58,58,0,0,0.000146301251727943,0.000667310153530515,0.0714514758846345,NA,1.28888888888889,NA,NA,"New Build Homes",2191,3195,60,2356,"newhomeblogs",2009-07-04 20:33:45,FALSE,FALSE,"UK","en","53754269"
"6635","CharityBank",45,45,0,58,58,0,0,0.000146301251727943,0.00365865780225327,0.0691803374993389,NA,1.28888888888889,NA,NA,"We're a bank for good, owned by charities & social purpose organisations. We lend to charities & social enterprises.
#BCorp #SocEnt #CharityIs",6533,13188,6078,3476,"Charity Bank",2010-07-05 13:42:24,FALSE,FALSE,"UK","en","163072833"
"6636","PINSgov",45,45,0,58,58,0,0,0.000146301251727943,0.00102860499032984,0.0690078514253946,NA,1.28888888888889,NA,NA,"We handle planning appeals, national infrastructure planning applications, examinations of local plans and other specialist casework in England and Wales.",1052,3253,109,1580,"PlanningInspectorate",2014-02-13 16:18:15,FALSE,FALSE,"England & Wales","en-gb","2342228659"
"6637","PatrickGower",45,45,0,57,57,0,0,0.000146301251727943,0.00123367760974259,0.0734921915330712,NA,1.26666666666667,NA,NA,"",8248,3866,461,1251,"Patrick Gower",2009-08-05 20:03:52,FALSE,TRUE,"East Dulwich","en","63239240"
